texto,politicaId,nombrePolitica
quiero agendar una visita tecnica ya mismo,WIFI_VISITA_TECNICA,Visita tecnica
porfa programar tecnico para manana urgente por favor,WIFI_VISITA_TECNICA,Visita tecnica
tengo que cambiar el modem instalado cuanto antes,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
quiero pedir me cuesta ver videos por la lentitud,WIFI_INTERNET_LENTO,Internet lento
tengo que modificar datos de facturacion porfa,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
tengo que mi instalacion esta aprobada o no para mi cuenta,WIFI_ESTADO_INSTALACION,Estado de instalacion
como puedo registrar pago realizado ahora,WIFI_REGISTRAR_PAGO,Registro de pago
como hago para retiro del servicio wifi ahora,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito hacer contratar internet por favor,WIFI_INSTALACION,Instalacion de internet WiFi
me pueden ayudar con factura en pdf otra vez lo antes posible,WIFI_DUPLICADO_FACTURA,Duplicado de factura
renovar datos registrados para mi cuenta,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como puedo dar de baja el servicio cuanto antes,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
pueden ayudarme a reprogramar tecnico para el viernes urgente por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
me gustaria reemplazo de router por garantia ahora,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito hacer terminar contrato de internet urgente por favor,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
como hago para cambiar la llave de acceso urgente,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
por favor el wifi va lentisimo en mi celular gracias,WIFI_INTERNET_LENTO,Internet lento
como solicito terminar contrato de internet,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
por favor agendar una visita tecnica urgente por favor,WIFI_VISITA_TECNICA,Visita tecnica
hacer cambiar telefono de contacto urgente,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
quiero pedir el wifi aparece pero no navega de inmediato,WIFI_INTERNET_CAIDO,Internet caido
tengo que el recibo tiene un cargo raro urgente,WIFI_RECLAMO_COBRO,Reclamo de cobro
quiero pedir ver mi factura de internet urgente por favor,WIFI_CONSULTAR_FACTURA,Consulta de factura
favor de cambiar telefono de contacto ahora,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
tengo que mi modem se quemo quiero cambiarlo urgente,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
pueden ayudarme a mi familia necesita mas ancho de banda urgente,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
debo mi modem hace ruido y no conecta ya mismo,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
hacer cambiar titular del internet porfa,WIFI_CAMBIO_TITULAR,Cambio de titular
hacer consultar avance de internet contratado gracias,WIFI_ESTADO_INSTALACION,Estado de instalacion
necesito hacer subir velocidad del wifi ahora,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
solicito corregir mi correo electronico porfa,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
por favor levantar corte del servicio por favor,WIFI_RECONEXION,Reconexion de servicio
debo instalar wifi en mi domicilio porfa,WIFI_INSTALACION,Instalacion de internet WiFi
favor de que venga un tecnico hoy mismo,WIFI_VISITA_TECNICA,Visita tecnica
como puedo ampliar la velocidad contratada gracias,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
busco estado de mi pedido de wifi urgente,WIFI_ESTADO_INSTALACION,Estado de instalacion
debo renovar datos registrados de la oficina,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
necesito levantar el corte del internet,WIFI_RECONEXION,Reconexion de servicio
necesito hacer poner otra contrasena a la red rapido,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
porfa cambiar password wifi hoy mismo,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
necesito visita para revisar el cable lo antes posible,WIFI_VISITA_TECNICA,Visita tecnica
debo router con luces rojas cuanto antes,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
me gustaria manden nuevamente mi factura al correo hoy mismo,WIFI_DUPLICADO_FACTURA,Duplicado de factura
necesito pedir cambio de equipo wifi urgente,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
deseo reemplazar el modem viejo lo antes posible,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
solicito pueden trasladar mi servicio por mudanza de la oficina,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
quiero pedir mi solicitud nueva aun no avanza de inmediato,WIFI_ESTADO_INSTALACION,Estado de instalacion
por favor modificar agenda del tecnico ahora,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
solicito duplicado de factura rapido,WIFI_DUPLICADO_FACTURA,Duplicado de factura
solicito trasladar internet a nueva direccion de inmediato,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
ya pague para que activen el servicio en mi casa,WIFI_RECONEXION,Reconexion de servicio
favor de contratar internet,WIFI_INSTALACION,Instalacion de internet WiFi
necesito hacer terminar contrato de internet urgente,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
hacer no puedo conectarme a internet,WIFI_INTERNET_CAIDO,Internet caido
como puedo copia de factura internet para mi cuenta,WIFI_DUPLICADO_FACTURA,Duplicado de factura
quiero pedir pasar contrato a otro titular lo antes posible,WIFI_CAMBIO_TITULAR,Cambio de titular
quiero pedir mi familia necesita mas ancho de banda lo antes posible,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
porfa cambiar de plan porfa,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
porfa programar tecnico para manana cuanto antes,WIFI_VISITA_TECNICA,Visita tecnica
hacer poner otro email para avisos gracias,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
necesito pedir modem no reparte wifi porfa,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
quisiera contratar internet para mi casa porfa,WIFI_INSTALACION,Instalacion de internet WiFi
me pueden ayudar con nueva fecha para la visita cuanto antes,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
necesito mi apellido figura incorrecto lo antes posible,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
solicito el internet debe quedar a nombre de mi esposa,WIFI_CAMBIO_TITULAR,Cambio de titular
por favor revisar el modem de casa ahora,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
necesito reportar pago de internet ahora,WIFI_REGISTRAR_PAGO,Registro de pago
quiero pedir una instalacion de internet urgente,WIFI_INSTALACION,Instalacion de internet WiFi
hacer reportar pago de internet ahora,WIFI_REGISTRAR_PAGO,Registro de pago
como hago para detalle de mi factura hoy mismo,WIFI_CONSULTAR_FACTURA,Consulta de factura
solicito duplicado de factura,WIFI_DUPLICADO_FACTURA,Duplicado de factura
favor de no usare mas el servicio ya mismo,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
perdi mi factura y necesito otra,WIFI_DUPLICADO_FACTURA,Duplicado de factura
actualizar direccion de contacto de la oficina,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como solicito reactivar wifi despues de corte rapido,WIFI_RECONEXION,Reconexion de servicio
quisiera no encuentro mi recibo de pago gracias,WIFI_DUPLICADO_FACTURA,Duplicado de factura
quiero pedir el router se reinicia solo hoy mismo,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
quisiera servicio de wifi por primera vez de la oficina,WIFI_INSTALACION,Instalacion de internet WiFi
favor de seguimiento de la instalacion de la oficina,WIFI_ESTADO_INSTALACION,Estado de instalacion
debo pague la deuda y sigo sin servicio gracias,WIFI_RECONEXION,Reconexion de servicio
como solicito el aparato ya no sirve necesito reemplazo hoy mismo,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
ayuda para pasar contrato a otro titular cuanto antes,WIFI_CAMBIO_TITULAR,Cambio de titular
me pueden ayudar con manden un tecnico en mi casa,WIFI_VISITA_TECNICA,Visita tecnica
hacer registrar pago realizado rapido,WIFI_REGISTRAR_PAGO,Registro de pago
deseo me mude y necesito mover el servicio,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
necesito anular servicio de wifi en mi casa,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito editar el nombre del modem de inmediato,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
favor de pasar visita para otro horario cuanto antes,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
debo mi router no enciende ahora,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
me gustaria tengo problema con el aparato del wifi rapido,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
ayuda para mi wifi baja mucho la velocidad urgente,WIFI_INTERNET_LENTO,Internet lento
porfa estado de instalacion de inmediato,WIFI_ESTADO_INSTALACION,Estado de instalacion
solicito informar que ya cancele de la oficina,WIFI_REGISTRAR_PAGO,Registro de pago
quisiera terminar mi contrato de internet porfa,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito hacer subir captura del pago de wifi,WIFI_REGISTRAR_PAGO,Registro de pago
me gustaria poner otra contrasena a la red,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
debo modificar datos de facturacion urgente por favor,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como hago para bajar mi plan porque pago mucho por favor,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
debo servicio de wifi por primera vez porfa,WIFI_INSTALACION,Instalacion de internet WiFi
quiero pedir no podre estar para la visita urgente,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
consultar mi factura cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
hacer mandar tecnico a mi casa cuanto antes,WIFI_VISITA_TECNICA,Visita tecnica
deseo cuanto debo pagar gracias,WIFI_CONSULTAR_FACTURA,Consulta de factura
necesito pedir el nombre del wifi esta mal escrito de la oficina,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
quisiera que mi hijo sea titular de la oficina,WIFI_CAMBIO_TITULAR,Cambio de titular
por favor no hay internet en ningun equipo cuanto antes,WIFI_INTERNET_CAIDO,Internet caido
quiero pedir tecnico en mi direccion urgente por favor,WIFI_VISITA_TECNICA,Visita tecnica
quiero reconexion de internet para mi cuenta,WIFI_RECONEXION,Reconexion de servicio
necesito hacer atrasar mi cita de soporte ahora,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
busco darme de alta con internet hogar cuanto antes,WIFI_INSTALACION,Instalacion de internet WiFi
necesito pedir puedo pedir visita de soporte porfa,WIFI_VISITA_TECNICA,Visita tecnica
por favor pedir una instalacion de internet en mi casa,WIFI_INSTALACION,Instalacion de internet WiFi
necesito pedir solicitar tecnico presencial porfa,WIFI_VISITA_TECNICA,Visita tecnica
por favor visita tecnica para mi internet de la oficina,WIFI_VISITA_TECNICA,Visita tecnica
mejorar la velocidad del internet,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
me pueden ayudar con cambio del dispositivo wifi de inmediato,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
me gustaria baja del servicio porfa,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
hacer me mude y necesito mover el servicio para mi cuenta,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
consultar opciones para cambiar plan porfa,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
deseo registren mi pago lo antes posible,WIFI_REGISTRAR_PAGO,Registro de pago
busco mi apellido figura incorrecto rapido,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como solicito que mi hijo sea titular porfa,WIFI_CAMBIO_TITULAR,Cambio de titular
por favor monto de factura actual cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
necesito pedir wifi lento en casa lo antes posible,WIFI_INTERNET_LENTO,Internet lento
me pueden ayudar con soporte para configurar router urgente por favor,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
me pueden ayudar con traslado de linea de internet porfa,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
ayuda para ya pague y quiero subir el comprobante por favor,WIFI_REGISTRAR_PAGO,Registro de pago
cambiar mi plan de internet urgente por favor,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
por favor el aparato ya no sirve necesito reemplazo urgente por favor,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
deseo subir comprobante de pago en mi casa,WIFI_REGISTRAR_PAGO,Registro de pago
deseo que habiliten internet otra vez,WIFI_RECONEXION,Reconexion de servicio
quiero pedir ver el monto pendiente de la oficina,WIFI_CONSULTAR_FACTURA,Consulta de factura
por favor ya pague y quiero registrar el pago urgente por favor,WIFI_REGISTRAR_PAGO,Registro de pago
por favor cambio de equipo wifi cuanto antes,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
busco modificar nombre del internet urgente,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
solicito consultar mi instalacion pendiente gracias,WIFI_ESTADO_INSTALACION,Estado de instalacion
solicito pasar mi wifi a mi nueva vivienda porfa,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
tengo que renovar router instalado cuanto antes,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito hacer mis datos estan mal en el sistema por favor,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
necesito pedir mi modem hace ruido y no conecta gracias,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
pueden ayudarme a mi modem se quemo quiero cambiarlo en mi casa,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
deseo ver el monto pendiente de la oficina,WIFI_CONSULTAR_FACTURA,Consulta de factura
me pueden ayudar con wifi lento en casa por favor,WIFI_INTERNET_LENTO,Internet lento
favor de pueden cambiarme el modem hoy mismo,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
pueden ayudarme a resetear la clave del wifi urgente por favor,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
quisiera copia de la factura del mes para mi cuenta,WIFI_DUPLICADO_FACTURA,Duplicado de factura
solicito subir mi comprobante urgente,WIFI_REGISTRAR_PAGO,Registro de pago
quiero pedir clave mas segura para el wifi para mi cuenta,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como hago para revisar el modem de casa urgente por favor,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
quiero pedir tengo reclamo por factura inflada rapido,WIFI_RECLAMO_COBRO,Reclamo de cobro
necesito hacer no usare mas el servicio por favor,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
quisiera reconexion de internet ahora,WIFI_RECONEXION,Reconexion de servicio
quiero pedir la velocidad esta baja,WIFI_INTERNET_LENTO,Internet lento
porfa otro nombre para mi red hogar rapido,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
hacer me pueden instalar internet esta semana por favor,WIFI_INSTALACION,Instalacion de internet WiFi
deseo reclamar porque el monto esta mal urgente,WIFI_RECLAMO_COBRO,Reclamo de cobro
deseo otro plan de internet lo antes posible,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
porfa cambiar password wifi ya mismo,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
por favor visita tecnica para mi internet ya mismo,WIFI_VISITA_TECNICA,Visita tecnica
tengo que actualizar la password de la red,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
me gustaria recuperar el servicio cortado gracias,WIFI_RECONEXION,Reconexion de servicio
quiero pedir no encuentro mi recibo de pago urgente,WIFI_DUPLICADO_FACTURA,Duplicado de factura
deseo cambiar la velocidad contratada de inmediato,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
como hago para voy a cambiar de direccion y necesito internet urgente por favor,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
favor de el aparato ya no sirve necesito reemplazo por favor,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito hacer pueden trasladar mi servicio por mudanza urgente,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
debo renovacion de equipo de la oficina,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
debo olvide la clave del wifi y quiero otra cuanto antes,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
necesito hacer bajar mi plan porque pago mucho ahora,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
me gustaria cortar definitivamente el internet hoy mismo,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
por favor cambio de equipo wifi lo antes posible,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
debo recuperar el servicio cortado urgente,WIFI_RECONEXION,Reconexion de servicio
como puedo no se cuanto tengo que pagar lo antes posible,WIFI_CONSULTAR_FACTURA,Consulta de factura
como solicito cuando instalan mi internet ya mismo,WIFI_ESTADO_INSTALACION,Estado de instalacion
hacer reprogramar la visita tecnica de inmediato,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
necesito factura con monto equivocado cuanto antes,WIFI_RECLAMO_COBRO,Reclamo de cobro
ayuda para solicitar tecnico presencial hoy mismo,WIFI_VISITA_TECNICA,Visita tecnica
necesito mejorar la velocidad sin cambiar domicilio lo antes posible,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
pueden ayudarme a mi modem hace ruido y no conecta gracias,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
necesito pedir cambio de titular urgente por favor,WIFI_CAMBIO_TITULAR,Cambio de titular
debo saber fecha de vencimiento urgente,WIFI_CONSULTAR_FACTURA,Consulta de factura
como puedo pueden mover mi cita tecnica de inmediato,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
porfa aumentar megas en mi contrato ahora,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
favor de mi internet funciona pero quiero mas megas para mi cuenta,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
solicito terminar contrato de internet de inmediato,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
me pueden ayudar con alguien sabe mi contrasena y quiero cambiarla porfa,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
deseo el router se reinicia solo,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
necesito no puedo recibirlos hoy cambien la visita de inmediato,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
tengo que como hago otra clave para mi internet urgente,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
quisiera el recibo tiene un cargo raro,WIFI_RECLAMO_COBRO,Reclamo de cobro
tengo que que revisen mi cobro,WIFI_RECLAMO_COBRO,Reclamo de cobro
me pueden ayudar con envieme duplicado de factura ahora,WIFI_DUPLICADO_FACTURA,Duplicado de factura
como puedo cambio de titularidad de la oficina,WIFI_CAMBIO_TITULAR,Cambio de titular
pueden ayudarme a resetear la clave del wifi por favor,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
solicito programar tecnico para manana para mi cuenta,WIFI_VISITA_TECNICA,Visita tecnica
debo como transfiero la titularidad del wifi hoy mismo,WIFI_CAMBIO_TITULAR,Cambio de titular
me pueden ayudar con cuando llega el tecnico para instalar rapido,WIFI_ESTADO_INSTALACION,Estado de instalacion
me pueden ayudar con corregir mi correo electronico gracias,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
tengo que cambiar router danado gracias,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
hacer perdi mi factura y necesito otra gracias,WIFI_DUPLICADO_FACTURA,Duplicado de factura
busco factura en pdf otra vez rapido,WIFI_DUPLICADO_FACTURA,Duplicado de factura
ayuda para solicitar soporte presencial ahora,WIFI_VISITA_TECNICA,Visita tecnica
debo cambiar cita con tecnico porfa,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
busco cambiar la contrasena de mi red urgente,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como hago para no abre ninguna pagina con mi wifi para mi cuenta,WIFI_INTERNET_CAIDO,Internet caido
quisiera actualizar informacion del cliente urgente,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como puedo revision en mi domicilio urgente por favor,WIFI_VISITA_TECNICA,Visita tecnica
hacer poner el nombre de mi negocio al wifi,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
me cambio de departamento y quiero conservar wifi,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
busco actualizar mi plan mensual para mi cuenta,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
solicito reprogramar tecnico para el viernes para mi cuenta,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
pueden ayudarme a modem no reparte wifi,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
quiero pedir cambio de clave de internet ya mismo,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
ayuda para subir captura del pago de wifi hoy mismo,WIFI_REGISTRAR_PAGO,Registro de pago
busco renombrar la red de internet urgente por favor,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
quiero pedir cuando instalan mi internet,WIFI_ESTADO_INSTALACION,Estado de instalacion
quiero pedir no podre estar para la visita lo antes posible,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
por favor el contrato ya no debe estar a mi nombre ya mismo,WIFI_CAMBIO_TITULAR,Cambio de titular
quiero pedir el aparato ya no sirve necesito reemplazo rapido,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
favor de plan diferente al actual porfa,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
deseo en que quedo mi solicitud de instalacion gracias,WIFI_ESTADO_INSTALACION,Estado de instalacion
porfa saldo pendiente de wifi de inmediato,WIFI_CONSULTAR_FACTURA,Consulta de factura
tengo que me cuesta ver videos por la lentitud urgente por favor,WIFI_INTERNET_LENTO,Internet lento
como puedo traslado de linea de internet de la oficina,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
como solicito me pueden reenviar la factura gracias,WIFI_DUPLICADO_FACTURA,Duplicado de factura
como solicito mi wifi baja mucho la velocidad en mi casa,WIFI_INTERNET_LENTO,Internet lento
quiero un router mas nuevo,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
debo instalacion de wifi,WIFI_INSTALACION,Instalacion de internet WiFi
quisiera se cayo el servicio de internet urgente por favor,WIFI_INTERNET_CAIDO,Internet caido
como hago para cambiar domicilio del servicio urgente,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
me gustaria soporte para configurar router para mi cuenta,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
deseo agendar revision tecnica de la oficina,WIFI_VISITA_TECNICA,Visita tecnica
busco mi modem se quemo quiero cambiarlo urgente,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
busco puedo pedir visita de soporte de la oficina,WIFI_VISITA_TECNICA,Visita tecnica
por favor cambiar domicilio del servicio cuanto antes,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
necesito pedir me ayudan a cambiar mi contrasena wifi lo antes posible,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
debo informacion de mi recibo cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
quiero pedir arreglar mis datos de contacto para mi cuenta,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
necesito el correo de mi cuenta ya no sirve de inmediato,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
tengo que en que quedo mi solicitud de instalacion lo antes posible,WIFI_ESTADO_INSTALACION,Estado de instalacion
tengo que informacion de mi recibo cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
me pueden ayudar con renovar router instalado urgente por favor,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito el correo de mi cuenta ya no sirve urgente por favor,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
ayuda para solicitar cambio de equipo urgente,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito pedir donde adjunto el comprobante de pago lo antes posible,WIFI_REGISTRAR_PAGO,Registro de pago
necesito pedir llevar mi internet a otro domicilio gracias,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
solicito mi conexion anda lenta ahora,WIFI_INTERNET_LENTO,Internet lento
me pueden ayudar con anular servicio de wifi gracias,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
deseo consultar mi instalacion pendiente en mi casa,WIFI_ESTADO_INSTALACION,Estado de instalacion
como puedo cambio del dispositivo wifi urgente,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
quiero alta de internet para mi hogar ya mismo,WIFI_INSTALACION,Instalacion de internet WiFi
pueden ayudarme a cambio de titular urgente,WIFI_CAMBIO_TITULAR,Cambio de titular
como hago para reactivar servicio cortado lo antes posible,WIFI_RECONEXION,Reconexion de servicio
por favor desactivar internet de mi casa porfa,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
busco mi familia necesita mas ancho de banda de la oficina,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
solicito modem no reparte wifi de inmediato,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
por favor cambiar password wifi en mi casa,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
me pueden ayudar con aumentar velocidad de internet urgente,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
pueden ayudarme a mi servicio esta totalmente cortado,WIFI_INTERNET_CAIDO,Internet caido
busco reactivar wifi despues de corte urgente,WIFI_RECONEXION,Reconexion de servicio
hacer mi apellido figura incorrecto ya mismo,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
debo internet lento para clases virtuales de la oficina,WIFI_INTERNET_LENTO,Internet lento
me pueden ayudar con cambiar domicilio del internet rapido,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
necesito pedir llevar wifi a otra casa ahora,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
necesito mi router tiene una luz roja ya mismo,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
deseo el internet debe quedar a nombre de mi esposa porfa,WIFI_CAMBIO_TITULAR,Cambio de titular
como solicito como transfiero la titularidad del wifi lo antes posible,WIFI_CAMBIO_TITULAR,Cambio de titular
hacer cuando vence mi pago de internet,WIFI_CONSULTAR_FACTURA,Consulta de factura
por favor como modifico el ssid del router ahora,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
quiero pedir pague la deuda y sigo sin servicio por favor,WIFI_RECONEXION,Reconexion de servicio
me gustaria traslado de linea de internet gracias,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
necesito hacer que me devuelvan la conexion de inmediato,WIFI_RECONEXION,Reconexion de servicio
me mude y necesito mover el servicio ahora,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
quiero pedir coordinar revision del servicio urgente,WIFI_VISITA_TECNICA,Visita tecnica
hacer plan diferente al actual hoy mismo,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
por favor contratar wifi para mi negocio rapido,WIFI_INSTALACION,Instalacion de internet WiFi
me gustaria el servicio no esta caido pero va mal porfa,WIFI_INTERNET_LENTO,Internet lento
quisiera el nombre del wifi esta mal escrito de inmediato,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
quiero el wifi va lentisimo en mi celular rapido,WIFI_INTERNET_LENTO,Internet lento
porfa cortar definitivamente el internet urgente,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
favor de copia de factura internet rapido,WIFI_DUPLICADO_FACTURA,Duplicado de factura
me gustaria ya pague y quiero subir el comprobante de la oficina,WIFI_REGISTRAR_PAGO,Registro de pago
quiero pedir otro plan de internet cuanto antes,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
como solicito cuando llega el tecnico para instalar cuanto antes,WIFI_ESTADO_INSTALACION,Estado de instalacion
